"INDEX","KEYVALUE.x","LABEL.x","RED.x","GREEN.x","BLUE.x","ALPHA.x","HEMISPHERE.x","NETWORK.x","NETWORKKEY.x","NETWORKSORTEDORDER.x","GLASSERLABELNAME.x","KEYVALUE.y","LABEL.y","RED.y","GREEN.y","BLUE.y","ALPHA.y","HEMISPHERE.y","NETWORK.y","NETWORKKEY.y","NETWORKSORTEDORDER.y","GLASSERLABELNAME.y","netho_diff_beta","netho_diff_t","netho_diff_para_p","netho_diff_para_q","netho_diff_beta_parasig","parcel_hc_mean","parcel_hc_sd","parcel_pt_mean","parcel_pt_sd"
38,38,"Cingulo-Opercular-32_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,222,"L_23c_ROI",38,"Cingulo-Opercular-32_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,222,"L_23c_ROI",-0.169771868451291,-1.54607280361012,0.123181295637027,0.342223521730884,NA,0.419001206389102,0.141991241419666,0.395221682581534,0.119624900308063
39,39,"Somatomotor-24_L-Ctx",0,255,255,255,"L","Somatomotor",3,156,"L_5L_ROI",39,"Somatomotor-24_L-Ctx",0,255,255,255,"L","Somatomotor",3,156,"L_5L_ROI",0.378990958034922,2.82304543755298,0.00508735937870874,0.0535577690464648,NA,0.481658335968505,0.159123162643126,0.526553253591238,0.197995180319575
40,40,"Somatomotor-25_L-Ctx",0,255,255,255,"L","Somatomotor",3,157,"L_24dd_ROI",40,"Somatomotor-25_L-Ctx",0,255,255,255,"L","Somatomotor",3,157,"L_24dd_ROI",-0.00966364981907588,-0.0785675112126285,0.937431001000749,0.977936600165902,NA,0.410709873224849,0.133003984432746,0.408062854206668,0.140924978965165
41,41,"Somatomotor-26_L-Ctx",0,255,255,255,"L","Somatomotor",3,158,"L_24dv_ROI",41,"Somatomotor-26_L-Ctx",0,255,255,255,"L","Somatomotor",3,158,"L_24dv_ROI",0.283491920769111,2.13096584669568,0.0339359067780141,0.179483240292608,NA,0.613904818265243,0.164256347875148,0.652280254842552,0.197232897618658
42,42,"Somatomotor-27_L-Ctx",0,255,255,255,"L","Somatomotor",3,159,"L_7AL_ROI",42,"Somatomotor-27_L-Ctx",0,255,255,255,"L","Somatomotor",3,159,"L_7AL_ROI",-0.03341948405235,-0.267270281841774,0.789451694726411,0.928056121457897,NA,0.620195871039733,0.19538254076877,0.598377654405951,0.218274767366235
43,43,"Cingulo-Opercular-33_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,223,"L_SCEF_ROI",43,"Cingulo-Opercular-33_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,223,"L_SCEF_ROI",-0.210113542602408,-1.8405750698714,0.0667089613366512,0.246451043453479,NA,0.439548169329133,0.136882896607295,0.407376547823803,0.122337494823027
44,44,"Cingulo-Opercular-34_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,224,"L_6ma_ROI",44,"Cingulo-Opercular-34_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,224,"L_6ma_ROI",0.256731827630297,2.04999814257374,0.0412667628852671,0.197759028018825,NA,0.355985315097014,0.120197713265771,0.378218469827641,0.131611801100646
45,45,"Cingulo-Opercular-35_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,225,"L_7Am_ROI",45,"Cingulo-Opercular-35_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,225,"L_7Am_ROI",-0.146537105049316,-1.25103299301776,0.211934244756085,0.481914174381671,NA,0.666112964793954,0.185921232675493,0.622944456462662,0.18525052538261
46,46,"Dorsal-Attention-13_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,316,"L_7PL_ROI",46,"Dorsal-Attention-13_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,316,"L_7PL_ROI",0.0168278408956926,0.156317474138093,0.875891921353525,0.957713371893441,NA,0.777606271274541,0.272467445569522,0.767003640451392,0.220783600231862
47,47,"Somatomotor-28_L-Ctx",0,255,255,255,"L","Somatomotor",3,160,"L_7PC_ROI",47,"Somatomotor-28_L-Ctx",0,255,255,255,"L","Somatomotor",3,160,"L_7PC_ROI",0.0652619847220775,0.544186104372346,0.586733010014476,0.830115848794626,NA,0.554411259247316,0.183160640272492,0.554409210289374,0.187976895482646
48,48,"Visual2-43_L-Ctx",100,0,255,255,"L","Visual2",2,85,"L_LIPv_ROI",48,"Visual2-43_L-Ctx",100,0,255,255,"L","Visual2",2,85,"L_LIPv_ROI",0.17676222417212,1.44583731521162,0.149306390828182,0.383962653830624,NA,0.756913339079589,0.231169062453231,0.778808621861922,0.243810465167719
49,49,"Visual2-44_L-Ctx",100,0,255,255,"L","Visual2",2,86,"L_VIP_ROI",49,"Visual2-44_L-Ctx",100,0,255,255,"L","Visual2",2,86,"L_VIP_ROI",-0.0688616565103724,-0.621364301793407,0.534849754938741,0.792151134449954,NA,0.740110994599228,0.250881030010622,0.703434789465746,0.231154698620846
50,50,"Dorsal-Attention-14_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,317,"L_MIP_ROI",50,"Dorsal-Attention-14_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,317,"L_MIP_ROI",0.0896066109196794,0.740504061459839,0.459595382504891,0.736584229469583,NA,0.766313144895689,0.223038619157235,0.774209033752911,0.228524986087163
51,51,"Somatomotor-29_L-Ctx",0,255,255,255,"L","Somatomotor",3,161,"L_1_ROI",51,"Somatomotor-29_L-Ctx",0,255,255,255,"L","Somatomotor",3,161,"L_1_ROI",-0.257236486441741,-2.32341957271257,0.020850455174344,0.135164601938965,NA,0.322180371845328,0.140370354747732,0.283320700149766,0.120632270099972
52,52,"Somatomotor-30_L-Ctx",0,255,255,255,"L","Somatomotor",3,162,"L_2_ROI",52,"Somatomotor-30_L-Ctx",0,255,255,255,"L","Somatomotor",3,162,"L_2_ROI",0.226366350149955,1.74919836802329,0.0813182832862839,0.276482163173365,NA,0.36594443183703,0.13475777008102,0.394618360687225,0.154018571061595
53,53,"Somatomotor-31_L-Ctx",0,255,255,255,"L","Somatomotor",3,163,"L_3a_ROI",53,"Somatomotor-31_L-Ctx",0,255,255,255,"L","Somatomotor",3,163,"L_3a_ROI",-0.121960704619903,-0.987885125944994,0.32403526586254,0.617149732901812,NA,0.372008286114172,0.11731275369048,0.354033086176754,0.122497310340894
54,54,"Somatomotor-32_L-Ctx",0,255,255,255,"L","Somatomotor",3,164,"L_6d_ROI",54,"Somatomotor-32_L-Ctx",0,255,255,255,"L","Somatomotor",3,164,"L_6d_ROI",0.201427931709511,1.53236025449202,0.12652747408803,0.347483915220572,NA,0.431864295258467,0.153155596950507,0.46243294658998,0.176708449002732
55,55,"Somatomotor-33_L-Ctx",0,255,255,255,"L","Somatomotor",3,165,"L_6mp_ROI",55,"Somatomotor-33_L-Ctx",0,255,255,255,"L","Somatomotor",3,165,"L_6mp_ROI",0.557624687486213,4.26298973742263,2.73411967749405e-05,0.00150166265363904,0.557624687486213,0.424855838338147,0.149560581258885,0.49831091321468,0.173603790967513
56,56,"Somatomotor-34_L-Ctx",0,255,255,255,"L","Somatomotor",3,166,"L_6v_ROI",56,"Somatomotor-34_L-Ctx",0,255,255,255,"L","Somatomotor",3,166,"L_6v_ROI",0.0337595663983138,0.28001452840543,0.779666676392825,0.927803344907461,NA,0.510003785418351,0.18206578840826,0.506599921013814,0.183744654966217
57,57,"Cingulo-Opercular-36_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,226,"L_p24pr_ROI",57,"Cingulo-Opercular-36_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,226,"L_p24pr_ROI",-0.012600333921338,-0.103218352900273,0.917861261852873,0.973778515546733,NA,0.488967430982499,0.138607690357976,0.480062778686759,0.142662216985568
58,58,"Cingulo-Opercular-37_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,227,"L_33pr_ROI",58,"Cingulo-Opercular-37_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,227,"L_33pr_ROI",-0.0599189655802401,-0.517950615696065,0.604888995925432,0.848508336131156,NA,0.625950873787293,0.186355679083093,0.607853511866058,0.171931828224771
59,59,"Cingulo-Opercular-38_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,228,"L_a24pr_ROI",59,"Cingulo-Opercular-38_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,228,"L_a24pr_ROI",-0.0532141524537858,-0.427284228514006,0.669490491022927,0.882472504591615,NA,0.54217668932953,0.158360829892517,0.527851757977806,0.167875917696448
60,60,"Cingulo-Opercular-39_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,229,"L_p32pr_ROI",60,"Cingulo-Opercular-39_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,229,"L_p32pr_ROI",0.305812107401911,2.39777077715169,0.0171296655697705,0.119907658988394,NA,0.593060812366698,0.164680691648773,0.629459776945592,0.187327372502372
61,61,"Default-44_L-Ctx",255,0,0,255,"L","Default",9,549,"L_a24_ROI",61,"Default-44_L-Ctx",255,0,0,255,"L","Default",9,549,"L_a24_ROI",-0.257719578893322,-1.86815768683003,0.0627518957571332,0.235815018792595,NA,0.558288775852066,0.169294801722377,0.518715355539534,0.211506441108738
62,62,"Default-45_L-Ctx",255,0,0,255,"L","Default",9,550,"L_d32_ROI",62,"Default-45_L-Ctx",255,0,0,255,"L","Default",9,550,"L_d32_ROI",-0.488221488845364,-4.04420713851677,6.74106110153421e-05,0.00300819851655964,-0.488221488845364,0.512794161600402,0.149070242686206,0.437846540918979,0.153371764202457
63,63,"Frontoparietal-32_L-Ctx",255,255,0,255,"L","Frontoparietal",7,402,"L_8BM_ROI",63,"Frontoparietal-32_L-Ctx",255,255,0,255,"L","Frontoparietal",7,402,"L_8BM_ROI",-0.17542148876084,-1.42700729788135,0.154657293838403,0.392972625624981,NA,0.447682040594708,0.132403572830194,0.419719551198922,0.139587894513673
64,64,"Default-46_L-Ctx",255,0,0,255,"L","Default",9,551,"L_p32_ROI",64,"Default-46_L-Ctx",255,0,0,255,"L","Default",9,551,"L_p32_ROI",-0.336152274064546,-2.89392232025658,0.00409432917507242,0.0457008752750903,-0.336152274064546,0.643507190340568,0.20712628623466,0.568885828385024,0.192641648044326
65,65,"Default-47_L-Ctx",255,0,0,255,"L","Default",9,552,"L_10r_ROI",65,"Default-47_L-Ctx",255,0,0,255,"L","Default",9,552,"L_10r_ROI",-0.244501215643826,-2.03641977866559,0.0426196696268856,0.198891791592133,NA,0.653305592742087,0.220758374137767,0.587623915982568,0.222573059868562
66,66,"Default-48_L-Ctx",255,0,0,255,"L","Default",9,553,"L_47m_ROI",66,"Default-48_L-Ctx",255,0,0,255,"L","Default",9,553,"L_47m_ROI",-0.435813024730707,-3.64036979612158,0.000322475969056584,0.0100107757350609,-0.435813024730707,0.625767924114392,0.201096215881553,0.529588328780884,0.197998156392487
67,67,"Default-49_L-Ctx",255,0,0,255,"L","Default",9,554,"L_8Av_ROI",67,"Default-49_L-Ctx",255,0,0,255,"L","Default",9,554,"L_8Av_ROI",-0.242073685057518,-2.11006431189362,0.0357121992111626,0.186120512677154,NA,0.489099630208486,0.159030861140717,0.435236991083347,0.154719821615781
68,68,"Default-50_L-Ctx",255,0,0,255,"L","Default",9,555,"L_8Ad_ROI",68,"Default-50_L-Ctx",255,0,0,255,"L","Default",9,555,"L_8Ad_ROI",-0.147583702574885,-1.25285865604434,0.211269920017546,0.481914174381671,NA,0.496398277502421,0.158862626744005,0.466152291722885,0.155311077291008
69,69,"Default-51_L-Ctx",255,0,0,255,"L","Default",9,556,"L_9m_ROI",69,"Default-51_L-Ctx",255,0,0,255,"L","Default",9,556,"L_9m_ROI",-0.218619202621587,-1.88834681427221,0.0599808432686411,0.228719892345621,NA,0.469221286906511,0.15150699969304,0.42825557711489,0.14375950412875
70,70,"Default-52_L-Ctx",255,0,0,255,"L","Default",9,557,"L_8BL_ROI",70,"Default-52_L-Ctx",255,0,0,255,"L","Default",9,557,"L_8BL_ROI",-0.24846971502675,-2.21384179350894,0.0276203105098962,0.159039529871499,NA,0.524525960591726,0.178597315913321,0.463568271565191,0.164118224768307
71,71,"Default-53_L-Ctx",255,0,0,255,"L","Default",9,558,"L_9p_ROI",71,"Default-53_L-Ctx",255,0,0,255,"L","Default",9,558,"L_9p_ROI",-0.228330835077955,-1.94959052400767,0.0521919463041105,0.220580510575276,NA,0.51048914036881,0.168412456011987,0.466051208829786,0.159636457984065
72,72,"Default-54_L-Ctx",255,0,0,255,"L","Default",9,559,"L_10d_ROI",72,"Default-54_L-Ctx",255,0,0,255,"L","Default",9,559,"L_10d_ROI",-0.107275393405568,-0.873973310628735,0.382858449018115,0.665111758148258,NA,0.414593180724911,0.15581332790869,0.386067716394583,0.167938347941603
73,73,"Frontoparietal-33_L-Ctx",255,255,0,255,"L","Frontoparietal",7,403,"L_8C_ROI",73,"Frontoparietal-33_L-Ctx",255,255,0,255,"L","Frontoparietal",7,403,"L_8C_ROI",-0.388874656151423,-3.16552938285699,0.0017133517699513,0.0249659829335761,-0.388874656151423,0.43138295145567,0.128192771183648,0.374540300463039,0.135112229064194
74,74,"Language-14_L-Ctx",0,155,155,255,"L","Language",6,366,"L_44_ROI",74,"Language-14_L-Ctx",0,155,155,255,"L","Language",6,366,"L_44_ROI",-0.202535925650664,-1.68900579497708,0.0922968718507863,0.300912922547756,NA,0.531210084889483,0.170853573747714,0.492281659874238,0.167906899757237
75,75,"Language-15_L-Ctx",0,155,155,255,"L","Language",6,367,"L_45_ROI",75,"Language-15_L-Ctx",0,155,155,255,"L","Language",6,367,"L_45_ROI",-0.221240190532536,-1.78977554055087,0.0745368789845424,0.264772794004792,NA,0.471972294602065,0.154790365483212,0.432577653338697,0.16190704236339
76,76,"Default-55_L-Ctx",255,0,0,255,"L","Default",9,560,"L_47l_ROI",76,"Default-55_L-Ctx",255,0,0,255,"L","Default",9,560,"L_47l_ROI",-0.274515708296185,-2.15544392144845,0.0319526869735142,0.172834988629463,NA,0.522915635357139,0.155049720863786,0.47138087530922,0.174421505844995
77,77,"Frontoparietal-34_L-Ctx",255,255,0,255,"L","Frontoparietal",7,404,"L_a47r_ROI",77,"Frontoparietal-34_L-Ctx",255,255,0,255,"L","Frontoparietal",7,404,"L_a47r_ROI",-0.32260126794398,-2.70081867190961,0.00732514121992166,0.0645697633459761,NA,0.381605709993933,0.133836031905237,0.328758441164006,0.135433449978975
78,78,"Cingulo-Opercular-40_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,230,"L_6r_ROI",78,"Cingulo-Opercular-40_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,230,"L_6r_ROI",-0.368656785892557,-3.50911781047878,0.000521263826779722,0.0120058829780878,-0.368656785892557,0.541572119839596,0.172197637990934,0.467741987473034,0.14040159785251
79,79,"Language-16_L-Ctx",0,155,155,255,"L","Language",6,368,"L_IFJa_ROI",79,"Language-16_L-Ctx",0,155,155,255,"L","Language",6,368,"L_IFJa_ROI",-0.109150896703722,-0.905113101665715,0.366159399302711,0.655232609278535,NA,0.687405953174015,0.184006469137857,0.659931614691295,0.184078795121951
80,80,"Frontoparietal-35_L-Ctx",255,255,0,255,"L","Frontoparietal",7,405,"L_IFJp_ROI",80,"Frontoparietal-35_L-Ctx",255,255,0,255,"L","Frontoparietal",7,405,"L_IFJp_ROI",-0.198453632787572,-1.64845999405494,0.100344948729044,0.301098678762102,NA,0.813981766764838,0.209298399325048,0.757553907232281,0.214793706399985
81,81,"Language-17_L-Ctx",0,155,155,255,"L","Language",6,369,"L_IFSp_ROI",81,"Language-17_L-Ctx",0,155,155,255,"L","Language",6,369,"L_IFSp_ROI",-0.323157545982818,-2.7285641449921,0.006750813264865,0.0617959060399181,NA,0.67737421534721,0.197444678703467,0.604859332346566,0.192503598966234
82,82,"Frontoparietal-36_L-Ctx",255,255,0,255,"L","Frontoparietal",7,406,"L_IFSa_ROI",82,"Frontoparietal-36_L-Ctx",255,255,0,255,"L","Frontoparietal",7,406,"L_IFSa_ROI",-0.492013803032211,-4.31207298813563,2.22149495767716e-05,0.00139769352329772,-0.492013803032211,0.615621789022127,0.172772981169752,0.523214564024787,0.158108751547229
83,83,"Frontoparietal-37_L-Ctx",255,255,0,255,"L","Frontoparietal",7,407,"L_p9-46v_ROI",83,"Frontoparietal-37_L-Ctx",255,255,0,255,"L","Frontoparietal",7,407,"L_p9-46v_ROI",-0.341324745969191,-3.09350433089562,0.00217162058215905,0.0292554168992747,-0.341324745969191,0.529896783320706,0.168369492540814,0.464174992430931,0.147669475775566
84,84,"Cingulo-Opercular-41_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,231,"L_46_ROI",84,"Cingulo-Opercular-41_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,231,"L_46_ROI",-0.305281777590875,-2.49909382522985,0.0130060958264969,0.099853251829234,NA,0.425903270061892,0.14322564793839,0.372616912055814,0.152845249619975
85,85,"Frontoparietal-38_L-Ctx",255,255,0,255,"L","Frontoparietal",7,408,"L_a9-46v_ROI",85,"Frontoparietal-38_L-Ctx",255,255,0,255,"L","Frontoparietal",7,408,"L_a9-46v_ROI",-0.0106792151800878,-0.0879810029258686,0.929952707605012,0.977331045765496,NA,0.480972012671983,0.173899348865377,0.466980237142957,0.180007103028851
86,86,"Cingulo-Opercular-42_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,232,"L_9-46d_ROI",86,"Cingulo-Opercular-42_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,232,"L_9-46d_ROI",-0.0445479931048434,-0.370559757964471,0.711236911813251,0.9035999199905,NA,0.384103718172498,0.134055169522797,0.376028557929157,0.132328396291385
87,87,"Default-56_L-Ctx",255,0,0,255,"L","Default",9,561,"L_9a_ROI",87,"Default-56_L-Ctx",255,0,0,255,"L","Default",9,561,"L_9a_ROI",-0.0171612304286733,-0.140845684937199,0.88808997146787,0.958145508149262,NA,0.485503934838962,0.171353143640342,0.472435091488697,0.176407300990462
88,88,"Default-57_L-Ctx",255,0,0,255,"L","Default",9,562,"L_10v_ROI",88,"Default-57_L-Ctx",255,0,0,255,"L","Default",9,562,"L_10v_ROI",-0.17015907566365,-1.46256131353507,0.144674070606414,0.379212299110154,NA,0.357289482827309,0.154658912522048,0.326357377792454,0.145365434486683
89,89,"Frontoparietal-39_L-Ctx",255,255,0,255,"L","Frontoparietal",7,409,"L_a10p_ROI",89,"Frontoparietal-39_L-Ctx",255,255,0,255,"L","Frontoparietal",7,409,"L_a10p_ROI",-0.00679292130306633,-0.0479248486106489,0.961809237611646,0.983856440766067,NA,0.515697854303396,0.161980219512888,0.506360258040012,0.2126998734008
90,90,"Default-58_L-Ctx",255,0,0,255,"L","Default",9,563,"L_10pp_ROI",90,"Default-58_L-Ctx",255,0,0,255,"L","Default",9,563,"L_10pp_ROI",0.141151578516262,1.01662792568949,0.310180792429331,0.608431554380611,NA,0.407417937196118,0.170084907120312,0.424869626462308,0.219058555334756
91,91,"Frontoparietal-40_L-Ctx",255,255,0,255,"L","Frontoparietal",7,410,"L_11l_ROI",91,"Frontoparietal-40_L-Ctx",255,255,0,255,"L","Frontoparietal",7,410,"L_11l_ROI",-0.052184272958221,-0.391078934261058,0.696027048572212,0.898667834865388,NA,0.321850563081805,0.115999423117583,0.310562455602691,0.136746556879053
92,92,"Frontoparietal-41_L-Ctx",255,255,0,255,"L","Frontoparietal",7,411,"L_13l_ROI",92,"Frontoparietal-41_L-Ctx",255,255,0,255,"L","Frontoparietal",7,411,"L_13l_ROI",-0.519250063132513,-4.52973413029845,8.64892579531657e-06,0.000771916627232004,-0.519250063132513,0.442641776841599,0.15411931141116,0.357041180768567,0.143317125949198
93,93,"Default-59_L-Ctx",255,0,0,255,"L","Default",9,564,"L_OFC_ROI",93,"Default-59_L-Ctx",255,0,0,255,"L","Default",9,564,"L_OFC_ROI",0.101340012679917,0.778542389578898,0.436886292231958,0.715451405168849,NA,0.170235811480229,0.089479748999538,0.181766647600079,0.106841514569055
94,94,"Default-60_L-Ctx",255,0,0,255,"L","Default",9,565,"L_47s_ROI",94,"Default-60_L-Ctx",255,0,0,255,"L","Default",9,565,"L_47s_ROI",-0.285429113616304,-2.56262785838418,0.0108950464849639,0.0874052043849911,NA,0.409304456883921,0.142790884111659,0.364762396548984,0.12298928473195
95,95,"Dorsal-Attention-15_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,318,"L_LIPd_ROI",95,"Dorsal-Attention-15_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,318,"L_LIPd_ROI",0.0839976763317447,0.713011127980392,0.476414187846482,0.748133272790942,NA,0.832318019166724,0.229751446113661,0.830092997944807,0.233132094383595
96,96,"Dorsal-Attention-16_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,319,"L_6a_ROI",96,"Dorsal-Attention-16_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,319,"L_6a_ROI",-0.0218138660398629,-0.194120284063014,0.846218076359857,0.941948820241306,NA,0.395833711019437,0.148571844951871,0.39038090978971,0.133052101466651
97,97,"Frontoparietal-42_L-Ctx",255,255,0,255,"L","Frontoparietal",7,412,"L_i6-8_ROI",97,"Frontoparietal-42_L-Ctx",255,255,0,255,"L","Frontoparietal",7,412,"L_i6-8_ROI",-0.199210619423986,-1.6757835849431,0.0948620839438252,0.300912922547756,NA,0.60066835149835,0.188195913400635,0.54581858591846,0.192123011834217
98,98,"Frontoparietal-43_L-Ctx",255,255,0,255,"L","Frontoparietal",7,413,"L_s6-8_ROI",98,"Frontoparietal-43_L-Ctx",255,255,0,255,"L","Frontoparietal",7,413,"L_s6-8_ROI",-0.138098156971869,-1.1410380347031,0.254798724439926,0.5398406209202,NA,0.714638176334246,0.221323356988929,0.673763805476029,0.223874470665234
99,99,"Cingulo-Opercular-43_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,233,"L_43_ROI",99,"Cingulo-Opercular-43_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,233,"L_43_ROI",-0.0554233130077429,-0.445380229280778,0.65637842780949,0.877629583250891,NA,0.562480020546387,0.179061038650991,0.540288402840878,0.198539440548926
100,100,"Somatomotor-35_L-Ctx",0,255,255,255,"L","Somatomotor",3,167,"L_OP4_ROI",100,"Somatomotor-35_L-Ctx",0,255,255,255,"L","Somatomotor",3,167,"L_OP4_ROI",-0.0341726164219974,-0.286134033309271,0.774980463516758,0.927803344907461,NA,0.494063936364776,0.157192761836244,0.47733332037221,0.163673147775883
101,101,"Somatomotor-36_L-Ctx",0,255,255,255,"L","Somatomotor",3,168,"L_OP1_ROI",101,"Somatomotor-36_L-Ctx",0,255,255,255,"L","Somatomotor",3,168,"L_OP1_ROI",0.068729750323004,0.552816341863028,0.580816512333816,0.830115848794626,NA,0.624884833669499,0.174456902995772,0.631507105098803,0.188862804374387
102,102,"Somatomotor-37_L-Ctx",0,255,255,255,"L","Somatomotor",3,169,"L_OP2-3_ROI",102,"Somatomotor-37_L-Ctx",0,255,255,255,"L","Somatomotor",3,169,"L_OP2-3_ROI",-0.129374819253444,-1.08984832979354,0.276687852269418,0.567286016643482,NA,0.646343927595041,0.180532413024957,0.621241746765843,0.175120311114187
103,103,"Auditory-09_L-Ctx",250,62,251,255,"L","Auditory",8,498,"L_52_ROI",103,"Auditory-09_L-Ctx",250,62,251,255,"L","Auditory",8,498,"L_52_ROI",0.162765995261841,1.24677208095778,0.21349061165781,0.483912053091035,NA,0.640333931805698,0.158862719289783,0.661075126346576,0.181607157209156
104,104,"Auditory-10_L-Ctx",250,62,251,255,"L","Auditory",8,499,"L_RI_ROI",104,"Auditory-10_L-Ctx",250,62,251,255,"L","Auditory",8,499,"L_RI_ROI",0.0501946364717716,0.418906936423675,0.675595313815346,0.888351849105261,NA,0.528687638233654,0.180499224321373,0.537704753699213,0.18404202876397
105,105,"Cingulo-Opercular-44_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,234,"L_PFcm_ROI",105,"Cingulo-Opercular-44_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,234,"L_PFcm_ROI",0.0411614822444983,0.329759302398182,0.741820727072996,0.913171191023454,NA,0.596799823993783,0.164335170506722,0.597536931979977,0.182510151978869
106,106,"Cingulo-Opercular-45_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,235,"L_PoI2_ROI",106,"Cingulo-Opercular-45_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,235,"L_PoI2_ROI",-0.0840488799349825,-0.689844801178701,0.49084535399711,0.760224691440209,NA,0.515933222515813,0.16277900471759,0.497240027479577,0.167866516155899
107,107,"Auditory-11_L-Ctx",250,62,251,255,"L","Auditory",8,500,"L_TA2_ROI",107,"Auditory-11_L-Ctx",250,62,251,255,"L","Auditory",8,500,"L_TA2_ROI",-0.225304704330473,-1.80951961927369,0.0714091661225331,0.260133390874942,NA,0.465305650337425,0.153669470598693,0.432138744003102,0.16138628943331
108,108,"Cingulo-Opercular-46_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,236,"L_FOP4_ROI",108,"Cingulo-Opercular-46_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,236,"L_FOP4_ROI",-0.238042592009317,-2.0183124848886,0.0444823369288899,0.203592234405304,NA,0.518097818690079,0.141638657631018,0.479097954447215,0.137497102483066
109,109,"Cingulo-Opercular-47_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,237,"L_MI_ROI",109,"Cingulo-Opercular-47_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,237,"L_MI_ROI",-0.236456973594191,-1.93333810190496,0.0541711193295162,0.220580510575276,NA,0.564465053179528,0.138462822410113,0.528120651059877,0.144203563134456
110,110,"Orbito-Affective-04_L-Ctx",65,125,0,168,"L","Orbito-Affective",12,696,"L_Pir_ROI",110,"Orbito-Affective-04_L-Ctx",65,125,0,168,"L","Orbito-Affective",12,696,"L_Pir_ROI",-0.0520525545920321,-0.434550326550384,0.664213135963866,0.882472504591615,NA,0.380233924015467,0.118879574740034,0.370743864963418,0.116855381709206
111,111,"Frontoparietal-44_L-Ctx",255,255,0,255,"L","Frontoparietal",7,414,"L_AVI_ROI",111,"Frontoparietal-44_L-Ctx",255,255,0,255,"L","Frontoparietal",7,414,"L_AVI_ROI",-0.177360589121884,-1.47725162708406,0.140697085698155,0.372065626624011,NA,0.535998861006346,0.147125735512721,0.507234829791162,0.147028047020184
112,112,"Orbito-Affective-05_L-Ctx",65,125,0,168,"L","Orbito-Affective",12,697,"L_AAIC_ROI",112,"Orbito-Affective-05_L-Ctx",65,125,0,168,"L","Orbito-Affective",12,697,"L_AAIC_ROI",-0.25153035240624,-1.90496185490744,0.0577775579584887,0.22620662488062,NA,0.515370909474325,0.145008176556224,0.488895412683413,0.169153442727983
113,113,"Cingulo-Opercular-48_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,238,"L_FOP1_ROI",113,"Cingulo-Opercular-48_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,238,"L_FOP1_ROI",-0.0515573530709491,-0.438281414654074,0.661509721501228,0.881190188716187,NA,0.749106373839915,0.216211640072983,0.729709603901492,0.210921827878779
114,114,"Cingulo-Opercular-49_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,239,"L_FOP3_ROI",114,"Cingulo-Opercular-49_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,239,"L_FOP3_ROI",0.13548464126105,1.16281835844406,0.245862475498011,0.528752432245722,NA,0.867419018345421,0.215161304003474,0.886164012363357,0.209118299103803
