"INDEX","KEYVALUE.x","LABEL.x","RED.x","GREEN.x","BLUE.x","ALPHA.x","HEMISPHERE.x","NETWORK.x","NETWORKKEY.x","NETWORKSORTEDORDER.x","GLASSERLABELNAME.x","KEYVALUE.y","LABEL.y","RED.y","GREEN.y","BLUE.y","ALPHA.y","HEMISPHERE.y","NETWORK.y","NETWORKKEY.y","NETWORKSORTEDORDER.y","GLASSERLABELNAME.y","netho_diff_beta","netho_diff_t","netho_diff_para_p","netho_diff_para_q","netho_diff_beta_parasig","parcel_hc_mean","parcel_hc_sd","parcel_pt_mean","parcel_pt_sd"
361,1010,"Visual1-01_L-Accumbens",0,0,255,255,"L","Visual1",1,7,NA,1010,"Visual1-01_L-Accumbens",0,0,255,255,"L","Visual1",1,7,NA,0.0516546534320812,0.406973462771872,0.684328728557448,0.895957738090811,NA,1.60482457041268,0.423620407199204,1.62150954490332,0.461463576681528
362,1020,"Visual1-02_L-Accumbens",0,0,255,255,"L","Visual1",1,8,NA,1020,"Visual1-02_L-Accumbens",0,0,255,255,"L","Visual1",1,8,NA,-0.186633168830707,-1.38011156888588,0.168618955123262,0.419730861538346,NA,0.880526952218017,0.21741974965902,0.843924875306962,0.261538139811983
363,1030,"Visual1-03_R-Accumbens",0,0,255,255,"R","Visual1",1,45,NA,1030,"Visual1-03_R-Accumbens",0,0,255,255,"R","Visual1",1,45,NA,-0.289747019641055,-2.32399670487884,0.020819040942405,0.135164601938965,NA,0.76091892651257,0.228139520818267,0.698726151961129,0.241866899586063
364,1040,"Visual1-04_R-Accumbens",0,0,255,255,"R","Visual1",1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,1050,"Visual1-05_L-Brainstem",0,0,255,255,"L","Visual1",1,9,NA,1050,"Visual1-05_L-Brainstem",0,0,255,255,"L","Visual1",1,9,NA,-0.34958969966053,-2.85793935241121,0.0045739489751198,0.0494818116399323,-0.34958969966053,1.31669866110064,0.58520117178957,1.16072218183498,0.624572780744519
366,1060,"Visual1-06_L-Brainstem",0,0,255,255,"L","Visual1",1,10,NA,1060,"Visual1-06_L-Brainstem",0,0,255,255,"L","Visual1",1,10,NA,-0.187604277980505,-1.75767153135251,0.0798621055225609,0.272884672183553,NA,0.933131581243938,0.459088452489705,0.856644905548762,0.35872272172021
367,1070,"Visual1-07_R-Brainstem",0,0,255,255,"R","Visual1",1,47,NA,1070,"Visual1-07_R-Brainstem",0,0,255,255,"R","Visual1",1,47,NA,-0.191450851128601,-1.79534022027702,0.0736441824303195,0.264123849107255,NA,1.0120308879542,0.426964835761726,0.930067043108703,0.336285069174618
368,1080,"Visual1-08_L-Brainstem",0,0,255,255,"L","Visual1",1,11,NA,1080,"Visual1-08_L-Brainstem",0,0,255,255,"L","Visual1",1,11,NA,-0.126008981016044,-1.14364564080346,0.253717039560558,0.539148709066187,NA,0.739049888943107,0.305501531548111,0.702101447550539,0.255433218614124
369,1090,"Visual1-09_L-Brainstem",0,0,255,255,"L","Visual1",1,12,NA,1090,"Visual1-09_L-Brainstem",0,0,255,255,"L","Visual1",1,12,NA,-0.248513316968734,-2.04684536422075,0.0415775928116121,0.197759028018825,NA,0.156094947423287,0.0727215465447841,0.141842322578235,0.0752774060918839
370,1100,"Visual1-10_LR-Brainstem",0,0,255,255,"LR","Visual1",1,69,NA,1100,"Visual1-10_LR-Brainstem",0,0,255,255,"LR","Visual1",1,69,NA,-0.0732994587629999,-0.637590838471156,0.524244871600614,0.784718738622302,NA,0.762045403497605,0.253561494301035,0.750773142556822,0.232323779035672
371,1110,"Visual1-11_L-Brainstem",0,0,255,255,"L","Visual1",1,13,NA,1110,"Visual1-11_L-Brainstem",0,0,255,255,"L","Visual1",1,13,NA,-0.117847802203917,-0.979139002277116,0.328330229046078,0.620619293549042,NA,1.25453835785266,0.402293547100092,1.22672141753246,0.400598085908778
372,1120,"Visual1-12_L-Brainstem",0,0,255,255,"L","Visual1",1,14,NA,1120,"Visual1-12_L-Brainstem",0,0,255,255,"L","Visual1",1,14,NA,-0.0400457652096451,-0.306792326273275,0.759222377774283,0.92664659644671,NA,0.932751454639424,0.207665958496023,0.92335400372254,0.236235945349598
373,1130,"Visual1-13_L-Caudate",0,0,255,255,"L","Visual1",1,15,NA,1130,"Visual1-13_L-Caudate",0,0,255,255,"L","Visual1",1,15,NA,-0.0805314388775711,-0.66665724650461,0.505522955934385,0.771246560976818,NA,1.21894882866545,0.27688538229713,1.21620748718332,0.284512320528456
374,1140,"Visual1-14_R-Caudate",0,0,255,255,"R","Visual1",1,48,NA,1140,"Visual1-14_R-Caudate",0,0,255,255,"R","Visual1",1,48,NA,-0.269897355710736,-2.3204457496258,0.0210129843350491,0.135164601938965,NA,1.35583585419946,0.535594294216775,1.2523303444579,0.521741062695449
375,1150,"Visual1-15_L-Cerebellum",0,0,255,255,"L","Visual1",1,16,NA,1150,"Visual1-15_L-Cerebellum",0,0,255,255,"L","Visual1",1,16,NA,0.0390035381496609,0.322132783774153,0.74758499678582,0.917140356881573,NA,1.2844922468678,0.47342553590967,1.32924760335557,0.484962461483397
376,1160,"Visual1-16_L-Cerebellum",0,0,255,255,"L","Visual1",1,17,NA,1160,"Visual1-16_L-Cerebellum",0,0,255,255,"L","Visual1",1,17,NA,-0.0336310384905525,-0.282141145802879,0.778037226579892,0.927803344907461,NA,1.28530883217859,0.433270100834101,1.29828355912391,0.435450061639974
377,1170,"Visual1-17_L-Cerebellum",0,0,255,255,"L","Visual1",1,18,NA,1170,"Visual1-17_L-Cerebellum",0,0,255,255,"L","Visual1",1,18,NA,-0.169704679650702,-1.3983437945849,0.163081969106303,0.410001851908099,NA,1.22197572429959,0.427579345593343,1.16120937851145,0.432447899247863
378,1180,"Visual1-18_L-Cerebellum",0,0,255,255,"L","Visual1",1,19,NA,1180,"Visual1-18_L-Cerebellum",0,0,255,255,"L","Visual1",1,19,NA,0.0378796047003756,0.336961033974068,0.736390846616692,0.909659281114737,NA,1.51616581127706,0.575214983447273,1.55660999249886,0.505796511248854
379,1190,"Visual1-19_L-Cerebellum",0,0,255,255,"L","Visual1",1,20,NA,1190,"Visual1-19_L-Cerebellum",0,0,255,255,"L","Visual1",1,20,NA,0.000567678112811752,0.00485721951868549,0.996127865868644,0.997524959649666,NA,1.21326643063011,0.391000229519384,1.2174419783274,0.364878270011742
380,1200,"Visual1-20_L-Cerebellum",0,0,255,255,"L","Visual1",1,21,NA,1200,"Visual1-20_L-Cerebellum",0,0,255,255,"L","Visual1",1,21,NA,-0.0568656781475403,-0.463641443679432,0.643253654710914,0.871504951543819,NA,1.07348465108435,0.360365229641977,1.06412191246491,0.372827027893849
381,1210,"Visual1-21_L-Cerebellum",0,0,255,255,"L","Visual1",1,22,NA,1210,"Visual1-21_L-Cerebellum",0,0,255,255,"L","Visual1",1,22,NA,-0.0343403288632105,-0.29812006861073,0.765825740465702,0.926788712114426,NA,0.63848216394609,0.238246964791928,0.633167045265855,0.219006426671095
382,1220,"Visual1-22_L-Cerebellum",0,0,255,255,"L","Visual1",1,23,NA,1220,"Visual1-22_L-Cerebellum",0,0,255,255,"L","Visual1",1,23,NA,0.0550046080490225,0.457194848857806,0.647874483531958,0.872425165792944,NA,0.383028241128597,0.158456023448393,0.388964187789426,0.155764670354817
383,1230,"Visual1-23_L-Cerebellum",0,0,255,255,"L","Visual1",1,24,NA,1230,"Visual1-23_L-Cerebellum",0,0,255,255,"L","Visual1",1,24,NA,0.125396777053352,0.99910899471795,0.318577693324873,0.615693181097472,NA,1.13701468820434,0.265120608006256,1.15953151282009,0.286314913901975
384,1240,"Visual1-24_L-Cerebellum",0,0,255,255,"L","Visual1",1,25,NA,1240,"Visual1-24_L-Cerebellum",0,0,255,255,"L","Visual1",1,25,NA,0.120611196162756,0.994009228331059,0.321049895402341,0.615693181097472,NA,0.485782841545555,0.149204569920087,0.500788849058793,0.150673119799892
385,1250,"Visual1-25_L-Cerebellum",0,0,255,255,"L","Visual1",1,26,NA,1250,"Visual1-25_L-Cerebellum",0,0,255,255,"L","Visual1",1,26,NA,0.0448960467999737,0.373162278879028,0.70930122741877,0.902747016714798,NA,1.30146354689055,0.291083963093883,1.29357827884547,0.293820092628395
386,1260,"Visual1-26_L-Cerebellum",0,0,255,255,"L","Visual1",1,27,NA,1260,"Visual1-26_L-Cerebellum",0,0,255,255,"L","Visual1",1,27,NA,0.173544892180031,1.29914426375364,0.194929904171525,0.457557176023525,NA,0.908520138872263,0.19367560820247,0.93351594657227,0.228601432849631
387,1270,"Visual1-27_L-Cerebellum",0,0,255,255,"L","Visual1",1,28,NA,1270,"Visual1-27_L-Cerebellum",0,0,255,255,"L","Visual1",1,28,NA,-0.149192456944776,-1.16893552832203,0.24339287518837,0.525060002381722,NA,1.63982965770151,0.35960706576021,1.58567242050222,0.390015047043328
388,1280,"Visual1-28_L-Cerebellum",0,0,255,255,"L","Visual1",1,29,NA,1280,"Visual1-28_L-Cerebellum",0,0,255,255,"L","Visual1",1,29,NA,-0.025520579086971,-0.199351620324674,0.842127887840468,0.941948820241306,NA,1.3342266129359,0.357051597097268,1.30918137665086,0.395616096503788
389,1290,"Visual1-29_L-Cerebellum",0,0,255,255,"L","Visual1",1,30,NA,1290,"Visual1-29_L-Cerebellum",0,0,255,255,"L","Visual1",1,30,NA,-0.259860664018836,-2.15107856677493,0.0322988729062191,0.173393949286018,NA,1.66108083855647,0.406599535461003,1.54303358506034,0.409155362810206
390,1300,"Visual1-30_L-Cerebellum",0,0,255,255,"L","Visual1",1,31,NA,1300,"Visual1-30_L-Cerebellum",0,0,255,255,"L","Visual1",1,31,NA,-0.106864196848012,-0.9014926296627,0.368077115558444,0.656755218338072,NA,0.557087603869563,0.317263706088862,0.541263810268142,0.316509879215637
391,1310,"Visual1-31_R-Cerebellum",0,0,255,255,"R","Visual1",1,49,NA,1310,"Visual1-31_R-Cerebellum",0,0,255,255,"R","Visual1",1,49,NA,-0.129087809423384,-1.04219736509545,0.298191222508426,0.591412591308378,NA,1.48711405134282,0.375758040554303,1.44645569711801,0.390506528444359
392,1320,"Visual1-32_R-Cerebellum",0,0,255,255,"R","Visual1",1,50,NA,1320,"Visual1-32_R-Cerebellum",0,0,255,255,"R","Visual1",1,50,NA,0.170596338221032,1.52625019841722,0.128041194844944,0.35027361348387,NA,1.8481947100654,0.489416919790008,1.94620180422973,0.42601970376989
393,1330,"Visual1-33_R-Cerebellum",0,0,255,255,"R","Visual1",1,51,NA,1330,"Visual1-33_R-Cerebellum",0,0,255,255,"R","Visual1",1,51,NA,0.0333239858875721,0.281033515125492,0.77888578980839,0.927803344907461,NA,0.262683607822195,0.117344899276345,0.265629923255675,0.111923423253175
394,1340,"Visual1-34_R-Cerebellum",0,0,255,255,"R","Visual1",1,52,NA,1340,"Visual1-34_R-Cerebellum",0,0,255,255,"R","Visual1",1,52,NA,-0.117626457775215,-1.0519562614125,0.293698394534225,0.587396789068451,NA,0.92359842853023,0.29079209772162,0.890783823440839,0.246297927932395
395,1350,"Visual1-35_R-Cerebellum",0,0,255,255,"R","Visual1",1,53,NA,1350,"Visual1-35_R-Cerebellum",0,0,255,255,"R","Visual1",1,53,NA,0.0782980535483153,0.678917212433933,0.497733643786386,0.765909098412672,NA,2.74753413739298,0.673336876394534,2.82127428628136,0.622239545921851
396,1360,"Visual1-36_R-Cerebellum",0,0,255,255,"R","Visual1",1,54,NA,1360,"Visual1-36_R-Cerebellum",0,0,255,255,"R","Visual1",1,54,NA,0.240391461525834,1.90232586262805,0.0581225304797478,0.22620662488062,NA,0.930889791736094,0.230700674969934,0.975239609094294,0.248513860291237
397,1370,"Visual1-37_R-Cerebellum",0,0,255,255,"R","Visual1",1,55,NA,1370,"Visual1-37_R-Cerebellum",0,0,255,255,"R","Visual1",1,55,NA,0.181393752937881,1.43958602421452,0.151066835594741,0.385220430766589,NA,1.97140122425702,0.41094583526178,2.03182706995449,0.438176248440852
398,1380,"Visual1-38_R-Cerebellum",0,0,255,255,"R","Visual1",1,56,NA,1380,"Visual1-38_R-Cerebellum",0,0,255,255,"R","Visual1",1,56,NA,0.27369656346835,2.14768287227463,0.0325703910182361,0.1735467103509,NA,1.406427388255,0.287621281564053,1.47060810458585,0.315831536953935
399,1390,"Visual1-39_R-Cerebellum",0,0,255,255,"R","Visual1",1,57,NA,1390,"Visual1-39_R-Cerebellum",0,0,255,255,"R","Visual1",1,57,NA,0.199382847396808,1.61569222269459,0.107251979677496,0.312592771123326,NA,1.6041760015114,0.3276093992876,1.65013632400914,0.340728584708839
400,1400,"Visual1-40_R-Cerebellum",0,0,255,255,"R","Visual1",1,58,NA,1400,"Visual1-40_R-Cerebellum",0,0,255,255,"R","Visual1",1,58,NA,-0.00512405775124912,-0.0421994272907589,0.966368858864296,0.983916147084021,NA,1.89554627012493,0.336146993777268,1.89340775389853,0.334774692213539
401,1410,"Visual1-41_R-Cerebellum",0,0,255,255,"R","Visual1",1,59,NA,1410,"Visual1-41_R-Cerebellum",0,0,255,255,"R","Visual1",1,59,NA,-0.117134414778216,-0.97866681920627,0.328563155408316,0.620619293549042,NA,0.198944956460675,0.0760680322239896,0.190104668744948,0.0758128779717738
402,1420,"Visual1-42_L-Diencephalon",0,0,255,255,"L","Visual1",1,32,NA,1420,"Visual1-42_L-Diencephalon",0,0,255,255,"L","Visual1",1,32,NA,-0.105194140726968,-0.83852353849041,0.402429733577711,0.687403898982023,NA,0.213510175727561,0.0824670879607633,0.205821532217318,0.0896837636403923
403,1430,"Visual1-43_R-Diencephalon",0,0,255,255,"R","Visual1",1,60,NA,1430,"Visual1-43_R-Diencephalon",0,0,255,255,"R","Visual1",1,60,NA,0.0421694973359696,0.349795346398352,0.726747062690357,0.908752018845735,NA,0.406198269837796,0.122446872106625,0.410627724712709,0.122780376048326
404,1440,"Visual1-44_L-Hippocampus",0,0,255,255,"L","Visual1",1,33,NA,1440,"Visual1-44_L-Hippocampus",0,0,255,255,"L","Visual1",1,33,NA,-0.105603985176054,-0.792737261658401,0.42858120213048,0.707074348567693,NA,0.418081156399147,0.124019565170737,0.405007155575777,0.145252540434923
405,1450,"Visual1-45_R-Hippocampus",0,0,255,255,"R","Visual1",1,61,NA,1450,"Visual1-45_R-Hippocampus",0,0,255,255,"R","Visual1",1,61,NA,-0.0423338726758527,-0.338288217433967,0.735391624917106,0.909659281114737,NA,0.654238426958903,0.199364722843346,0.638733914945406,0.210949954227853
406,1460,"Visual1-46_L-Pallidum",0,0,255,255,"L","Visual1",1,34,NA,1460,"Visual1-46_L-Pallidum",0,0,255,255,"L","Visual1",1,34,NA,-0.00880523929490435,-0.0722186537790552,0.942477854209402,0.977936600165902,NA,1.53522546466238,0.308604273565257,1.51622557539049,0.314321101057852
407,1470,"Visual1-47_L-Pallidum",0,0,255,255,"L","Visual1",1,35,NA,1470,"Visual1-47_L-Pallidum",0,0,255,255,"L","Visual1",1,35,NA,0.167479683243553,1.35052388090546,0.177904563407573,0.431869360152207,NA,0.614078845967268,0.204233859241101,0.643334529072768,0.213873058898621
408,1480,"Visual1-48_R-Pallidum",0,0,255,255,"R","Visual1",1,62,NA,1480,"Visual1-48_R-Pallidum",0,0,255,255,"R","Visual1",1,62,NA,0.0622359609384709,0.548946321683787,0.58346614924156,0.830115848794626,NA,0.704322117028785,0.19166428496455,0.701922036646751,0.178164684669045
409,1490,"Visual1-49_R-Pallidum",0,0,255,255,"R","Visual1",1,63,NA,1490,"Visual1-49_R-Pallidum",0,0,255,255,"R","Visual1",1,63,NA,-0.10794317007871,-0.925240549242771,0.355612733359295,0.639565470071881,NA,0.938505832824941,0.247101227266782,0.917774790313227,0.229674135698352
410,1500,"Visual1-50_L-Putamen",0,0,255,255,"L","Visual1",1,36,NA,1500,"Visual1-50_L-Putamen",0,0,255,255,"L","Visual1",1,36,NA,-0.217069944005943,-1.69823321710341,0.0905400810922252,0.297906073271193,NA,0.857951788519943,0.177619722241819,0.825917608705456,0.198987850958345
411,1510,"Visual1-51_L-Putamen",0,0,255,255,"L","Visual1",1,37,NA,1510,"Visual1-51_L-Putamen",0,0,255,255,"L","Visual1",1,37,NA,-0.179660093826658,-1.49316366745688,0.136485254550498,0.36371092939524,NA,1.20984554173692,0.21838545706084,1.17873704039822,0.214871867515374
412,1520,"Visual1-52_L-Putamen",0,0,255,255,"L","Visual1",1,38,NA,1520,"Visual1-52_L-Putamen",0,0,255,255,"L","Visual1",1,38,NA,-0.0721191068060526,-0.595652116268814,0.551873829595753,0.799265546311091,NA,1.00030020774268,0.275583204987738,0.993548089319515,0.276349565312676
413,1530,"Visual1-53_R-Putamen",0,0,255,255,"R","Visual1",1,64,NA,1530,"Visual1-53_R-Putamen",0,0,255,255,"R","Visual1",1,64,NA,-0.160628028053543,-1.39264022292892,0.164799085764195,0.412865078019773,NA,0.863538333340521,0.20551246246689,0.843777528873568,0.192460613656575
414,1540,"Visual1-54_R-Putamen",0,0,255,255,"R","Visual1",1,65,NA,1540,"Visual1-54_R-Putamen",0,0,255,255,"R","Visual1",1,65,NA,0.21829464745578,1.62368899812819,0.105532387983865,0.310082819014318,NA,0.810101523313072,0.171096717979304,0.84533125272032,0.205975269893722
415,1550,"Visual1-55_L-Thalamus",0,0,255,255,"L","Visual1",1,39,NA,1550,"Visual1-55_L-Thalamus",0,0,255,255,"L","Visual1",1,39,NA,0.0177906891384383,0.145206966061521,0.884648684999393,0.958145508149262,NA,1.01733195623226,0.257128147956299,1.01499398698083,0.261649594110096
416,1560,"Visual1-56_L-Thalamus",0,0,255,255,"L","Visual1",1,40,NA,1560,"Visual1-56_L-Thalamus",0,0,255,255,"L","Visual1",1,40,NA,-0.10987632570363,-0.945285994948464,0.345302526395786,0.636015553393665,NA,0.738440065831622,0.228939351610522,0.713232266446445,0.214573948901471
417,1570,"Visual1-57_L-Thalamus",0,0,255,255,"L","Visual1",1,41,NA,1570,"Visual1-57_L-Thalamus",0,0,255,255,"L","Visual1",1,41,NA,0.0407172440553356,0.301626567051834,0.763153678326872,0.926686609396916,NA,0.90665335212729,0.182179632293343,0.910659317886029,0.217892236914355
418,1580,"Visual1-58_L-Thalamus",0,0,255,255,"L","Visual1",1,42,NA,1580,"Visual1-58_L-Thalamus",0,0,255,255,"L","Visual1",1,42,NA,-0.0294881378082997,-0.235592088973101,0.813916073338095,0.934925519052295,NA,0.373415569424203,0.142231789171722,0.362923250779556,0.151148729922508
419,1590,"Visual1-59_L-Thalamus",0,0,255,255,"L","Visual1",1,43,NA,1590,"Visual1-59_L-Thalamus",0,0,255,255,"L","Visual1",1,43,NA,0.256114755614909,2.00584590405817,0.0458045075316827,0.20568816589699,NA,1.23697652950869,0.298670723777211,1.31119878959379,0.32515125147628
420,1600,"Visual1-60_L-Thalamus",0,0,255,255,"L","Visual1",1,44,NA,1600,"Visual1-60_L-Thalamus",0,0,255,255,"L","Visual1",1,44,NA,0.352019193008147,2.81976221955488,0.00513826683780156,0.0535577690464648,NA,1.23118443228042,0.241490583596476,1.31102918561783,0.261115991175925
421,1610,"Visual1-61_R-Thalamus",0,0,255,255,"R","Visual1",1,66,NA,1610,"Visual1-61_R-Thalamus",0,0,255,255,"R","Visual1",1,66,NA,0.251849950029891,2.1605366183656,0.0315528656583262,0.171975160916373,NA,1.46026437111055,0.392041765518502,1.54279853360593,0.372159403979822
422,1620,"Visual1-62_R-Thalamus",0,0,255,255,"R","Visual1",1,67,NA,1620,"Visual1-62_R-Thalamus",0,0,255,255,"R","Visual1",1,67,NA,-0.109818357450144,-0.946934274974519,0.344463355449903,0.636015553393665,NA,0.331500713502468,0.140686480676052,0.311461686150931,0.129601792006433
423,1630,"Visual1-63_R-Thalamus",0,0,255,255,"R","Visual1",1,68,NA,1630,"Visual1-63_R-Thalamus",0,0,255,255,"R","Visual1",1,68,NA,0.203338504506951,1.53233071253989,0.126534759043906,0.347483915220572,NA,0.545286407521729,0.176038993467706,0.585568978185175,0.207936559567651
424,2010,"Visual2-01_L-Amygdala",100,0,255,255,"L","Visual2",2,124,NA,2010,"Visual2-01_L-Amygdala",100,0,255,255,"L","Visual2",2,124,NA,0.36994395816734,2.81736357198083,0.00517575079020458,0.0535577690464648,NA,0.543104587883477,0.17826499022653,0.60975319431212,0.203966705661266
425,2020,"Visual2-02_R-Amygdala",100,0,255,255,"R","Visual2",2,139,NA,2020,"Visual2-02_R-Amygdala",100,0,255,255,"R","Visual2",2,139,NA,-0.209177124584164,-1.93265353709256,0.0542558469455463,0.220580510575276,NA,0.262320314324176,0.149732719235126,0.239793823655108,0.123805683179556
426,2030,"Visual2-03_LR-Brainstem",100,0,255,255,"LR","Visual2",2,152,NA,2030,"Visual2-03_LR-Brainstem",100,0,255,255,"LR","Visual2",2,152,NA,-0.0609941047648104,-0.487664197473949,0.626157447664475,0.862579090925573,NA,1.17054886971523,0.332608244387916,1.15030710146778,0.35026195039409
427,2040,"Visual2-04_L-Brainstem",100,0,255,255,"L","Visual2",2,125,NA,2040,"Visual2-04_L-Brainstem",100,0,255,255,"L","Visual2",2,125,NA,-0.0374318942559651,-0.30337430650211,0.761822902120755,0.92664659644671,NA,0.65145333686955,0.187591199381101,0.648664973640248,0.200403350010291
428,2050,"Visual2-05_L-Brainstem",100,0,255,255,"L","Visual2",2,126,NA,2050,"Visual2-05_L-Brainstem",100,0,255,255,"L","Visual2",2,126,NA,0.00288632879055765,0.0240548925241439,0.980825424000481,0.987066759812698,NA,1.21357910538142,0.279077759054612,1.19707493986575,0.284654342509414
429,2060,"Visual2-06_R-Brainstem",100,0,255,255,"R","Visual2",2,140,NA,2060,"Visual2-06_R-Brainstem",100,0,255,255,"R","Visual2",2,140,NA,0.0612142788191875,0.507659346336832,0.612079467819638,0.855234324898672,NA,1.51633934462578,0.354096807422118,1.52204557263781,0.356224027187166
430,2070,"Visual2-07_L-Brainstem",100,0,255,255,"L","Visual2",2,127,NA,2070,"Visual2-07_L-Brainstem",100,0,255,255,"L","Visual2",2,127,NA,-0.287149061673,-2.33118377131748,0.0204312974157394,0.135073577359611,NA,0.624444271155292,0.31005721868537,0.554863063912138,0.331216783304188
431,2080,"Visual2-08_L-Cerebellum",100,0,255,255,"L","Visual2",2,128,NA,2080,"Visual2-08_L-Cerebellum",100,0,255,255,"L","Visual2",2,128,NA,-0.0383961935994157,-0.351747730148499,0.725283791533208,0.908752018845735,NA,0.583242719594007,0.27065780621963,0.575520720561871,0.22099713303268
432,2090,"Visual2-09_L-Cerebellum",100,0,255,255,"L","Visual2",2,129,NA,2090,"Visual2-09_L-Cerebellum",100,0,255,255,"L","Visual2",2,129,NA,-0.18302762268813,-1.56675646676567,0.118265889868544,0.332448210102916,NA,0.298787527007128,0.11477509166694,0.276982992642836,0.107600511687615
433,2100,"Visual2-10_L-Cerebellum",100,0,255,255,"L","Visual2",2,130,NA,2100,"Visual2-10_L-Cerebellum",100,0,255,255,"L","Visual2",2,130,NA,-0.0298662054668836,-0.26553442880506,0.790787105466178,0.928056121457897,NA,0.657813558125959,0.255947364211997,0.654092108262509,0.223194177254101
434,2110,"Visual2-11_L-Cerebellum",100,0,255,255,"L","Visual2",2,131,NA,2110,"Visual2-11_L-Cerebellum",100,0,255,255,"L","Visual2",2,131,NA,-0.196520308634729,-1.59959204232488,0.110781729486041,0.320235444749123,NA,0.984561769053696,0.409194857418116,0.926579870471776,0.426902000704762
435,2120,"Visual2-12_R-Cerebellum",100,0,255,255,"R","Visual2",2,141,NA,2120,"Visual2-12_R-Cerebellum",100,0,255,255,"R","Visual2",2,141,NA,-0.0109707567856426,-0.092007103880996,0.926756139050214,0.976398476105259,NA,0.744139473820407,0.274964169524,0.750507048485909,0.270506765094034
436,2130,"Visual2-13_R-Cerebellum",100,0,255,255,"R","Visual2",2,142,NA,2130,"Visual2-13_R-Cerebellum",100,0,255,255,"R","Visual2",2,142,NA,-0.0074182064002638,-0.0610900222912836,0.951329740471593,0.977936600165902,NA,0.560781800490056,0.202310872214098,0.571418237619542,0.219576772502256
437,2140,"Visual2-14_R-Cerebellum",100,0,255,255,"R","Visual2",2,143,NA,2140,"Visual2-14_R-Cerebellum",100,0,255,255,"R","Visual2",2,143,NA,0.0739936634042973,0.614786912267941,0.539179191182794,0.793760706194876,NA,0.277989419743972,0.108905166119909,0.285081907900012,0.108173011349412
438,2150,"Visual2-15_R-Cerebellum",100,0,255,255,"R","Visual2",2,144,NA,2150,"Visual2-15_R-Cerebellum",100,0,255,255,"R","Visual2",2,144,NA,0.100294098222196,0.7428707640532,0.458163340107003,0.736584229469583,NA,1.80423223251483,0.367092950504124,1.8443233710196,0.44122848124642
439,2160,"Visual2-16_L-Diencephalon",100,0,255,255,"L","Visual2",2,132,NA,2160,"Visual2-16_L-Diencephalon",100,0,255,255,"L","Visual2",2,132,NA,-0.323657545431675,-2.59624842858296,0.0099066536191721,0.081302881426309,NA,1.0035118391475,0.233572045261078,0.932676043604769,0.249525622152628
440,2170,"Visual2-17_R-Diencephalon",100,0,255,255,"R","Visual2",2,145,NA,2170,"Visual2-17_R-Diencephalon",100,0,255,255,"R","Visual2",2,145,NA,0.159054789111584,1.26769315859076,0.205927968780715,0.472773536043185,NA,1.32488083034791,0.315582566688694,1.3844316455514,0.351795914732013
441,2180,"Visual2-18_R-Diencephalon",100,0,255,255,"R","Visual2",2,146,NA,2180,"Visual2-18_R-Diencephalon",100,0,255,255,"R","Visual2",2,146,NA,0.488183943283736,3.564281459199,0.000426725016599525,0.0114540639959986,0.488183943283736,1.30442771228617,0.264631804722263,1.41976626156686,0.325970604355193
442,2190,"Visual2-19_R-Diencephalon",100,0,255,255,"R","Visual2",2,147,NA,2190,"Visual2-19_R-Diencephalon",100,0,255,255,"R","Visual2",2,147,NA,0.396458493112871,3.04588552143269,0.00253400522222323,0.0328959950666798,0.396458493112871,1.38913833424189,0.330520781446736,1.52438735544572,0.377144688406631
443,2200,"Visual2-20_L-Hippocampus",100,0,255,255,"L","Visual2",2,133,NA,2200,"Visual2-20_L-Hippocampus",100,0,255,255,"L","Visual2",2,133,NA,-0.0893026404679074,-0.632859072314014,0.52732610289359,0.787679576288752,NA,1.05481812901201,0.2257350496787,1.03332278626124,0.292236544027208
444,2210,"Visual2-21_L-Hippocampus",100,0,255,255,"L","Visual2",2,134,NA,2210,"Visual2-21_L-Hippocampus",100,0,255,255,"L","Visual2",2,134,NA,0.104517576560147,0.875425084146578,0.382069644149475,0.665111758148258,NA,1.42943488363334,0.345493811262919,1.46527201898773,0.340930729167177
445,2220,"Visual2-22_L-Hippocampus",100,0,255,255,"L","Visual2",2,135,NA,2220,"Visual2-22_L-Hippocampus",100,0,255,255,"L","Visual2",2,135,NA,0.0230781993410432,0.183125048421384,0.854828306687919,0.943349939683422,NA,1.59438880466586,0.296764823545087,1.59327196889356,0.320693034138402
446,2230,"Visual2-23_L-Hippocampus",100,0,255,255,"L","Visual2",2,136,NA,2230,"Visual2-23_L-Hippocampus",100,0,255,255,"L","Visual2",2,136,NA,-0.190674886639061,-1.51573766725799,0.130678677615368,0.353983266154283,NA,0.435781021644031,0.114419447592183,0.410543429050755,0.123597965177213
447,2240,"Visual2-24_L-Hippocampus",100,0,255,255,"L","Visual2",2,137,NA,2240,"Visual2-24_L-Hippocampus",100,0,255,255,"L","Visual2",2,137,NA,0.0322887488302135,0.248689345241754,0.803777725042333,0.931525766830155,NA,1.02309760310977,0.234703977856692,1.03714588224094,0.264452889371555
448,2250,"Visual2-25_R-Hippocampus",100,0,255,255,"R","Visual2",2,148,NA,2250,"Visual2-25_R-Hippocampus",100,0,255,255,"R","Visual2",2,148,NA,-0.0224032299353113,-0.162625192513857,0.870927200818559,0.955575193689011,NA,0.878346972310659,0.21188552366572,0.876291653285202,0.264571466527234
